"12L","13Y","R","20150401","F"
"12M","13X","R","20150401","F"
"12N","13V","R","20150401","F"
"12P","13V","R","20150401","F"
"12Q","13V","R","20150401","F"
"12R","14C","R","20150401","F"
"12T","14C","R","20150401","F"
"12V","14A","R","20150401",""
"12W","14E","R","20150401",""
"12X","14E","R","20150401",""
"12Y","14D","R","20150401","F"
"13A","14D","R","20150401","F"
"13C","14A","R","20150401",""
"13D","13R","R","20130403",""
"13E","13R","R","20130403",""
"13F","13R","R","20130403",""
"13G","14H","R","20150401","F"
"13H","14F","R","20150401",""
"13J","14F","R","20150401",""
"13K","14G","R","20150401",""
"13L","14G","R","20150401",""
"13M","14H","R","20150401","F"
"13N","14G","R","20200401",""
"13P","15E","R","20180401",""
"13V","85J","R","20200401",""
"13W","27T","R","20200401",""
"13X","85J","R","20200401",""
"13Y","27T","R","20200401",""
"146","H6X4G","R","20230401",""
"14C","14A","R","20200401",""
"14D","14A","R","20200401",""
"14H","14G","R","20200401",""
"14J","27T","R","20200401",""
"14K","27T","R","20200401",""
"14N","76A","R","20200401",""
"14P","76A","R","20200401",""
"14V","97T","R","20200401",""
"14W","97T","R","20200401",""
"14X","32T","R","20200401",""
"156","916","R","20200401",""
"158","738","R","20190401",""
"15D","D4U1Y","R","20210401",""
"15G","14F","R","20200401",""
"15H","14F","R","20200401",""
"15J","14G","R","20200401",""
"15K","14G","R","20200401",""
"162","H6X4G","R","20230401",""
"163","Z9D4Z","R","20210401",""
"165","218","R","20230401",""
"169","U6Q5Z","R","20210401",""
"175","809","R","20190401",""
"179","Z9D4Z","R","20210401",""
"183","W8X1Q","R","20230401",""
"192","741","R","20190401",""
"221","218","R","20230401",""
"224","218","R","20230401",""
"236","Z9D4Z","R","20210401",""
"246","905","R","20230401",""
"259","809","R","20190401",""
"266","U6Q5Z","R","20210401",""
"275","809","R","20190401",""
"280","218","R","20230401",""
"288","218","R","20230401",""
"289","218","R","20230401",""
"290","905","R","20230401",""
"291","218","R","20230401",""
"294","916","R","20200401",""
"303","W8X1Q","R","20230401",""
"320","327","R","20090401",""
"329","905","R","20230401",""
"333","741","R","20190401",""
"339","740","R","20190401",""
